mid,answer
/m/02qg4h,Stanford V
/m/02qg4h,COPP-ABVD Regimen
/m/0m3cj,Transurethral resection of the prostate
/m/0m3cj,Transurethral needle ablation of the prostate
/m/0m3cj,Transurethral microwave thermotherapy
/m/02cvvl,Pyrithione Zinc
/m/0drn8,Orthomolecular medicine
/m/03bnvh,Surgery
/m/046z7d,Gum depigmentation
/m/02jrl1,Physical exercise
/m/02jrl1,Orthosis
/m/02jrl1,Spinal surgery
/m/0fltx,Physical exercise
/m/0fltx,Bariatric surgery
/m/0fltx,Low-fat diet
/m/0fltx,Olestra
/m/0fltx,High fiber diet
/m/035b2g,Chemotherapy
/m/035b2g,Surgery
/m/035b2g,Radiation therapy
/m/035b2g,Immunotherapy
/m/036zm,Thyroidectomy
/m/036zm,Thyroglobulin
/m/036zm,Radioactive iodine therapy
/m/036zm,Partial Thyroidectomy
/m/08chg1,Physical therapy
/m/03ncwn,Debridement
/m/03ncwn,Surgery
/m/03ncwn,Hydrotherapy
/m/03ncwn,Splint
/m/016ygs,Trimethoprim-Sulfamethoxazole
/m/02bft,Electroconvulsive therapy
/m/02bft,Transcranial magnetic stimulation
/m/02bft,Psychotherapy
/m/03tkm,Penile prosthesis
/m/0c58k,Physical exercise
/m/0c58k,Diabetic diet
/m/0c58k,Anti-diabetic medication
/m/0c58k,Physical examination
/m/0c58k,Smoking cessation
/m/02m76d,Intravenous therapy
/m/02m76d,Clear liquid diet
/m/0d19y2,Post-exposure prophylaxis
/m/0d19y2,Management of HIV/AIDS
/m/0127lb,Dilation and curettage
/m/0127lb,Dilation and evacuation
/m/0127lb,Vacuum aspiration
/m/0127lb,Bedrest
/m/0369n2,Radiation therapy
/m/03k2qf,Gatorade
/m/03k2qf,Intravenous therapy
/m/03k2qf,POWERade
/m/03k2qf,Trimethoprim-Sulfamethoxazole
/m/03k2qf,Rehydration
/m/0k10t,Ice pack
/m/0k10t,Immersion in cool water
/m/0k10t,Move patient to cool area
/m/0k10t,Rehydration
/m/02x0yg,Ileostomy
/m/02x0yg,Colostomy
/m/02x0yg,TNF inhibitor
/m/02x0yg,Bowel resection
/m/02x0yg,Strictureplasty
/m/04fmz1,Hearing aid
/m/04fmz1,Cochlear implant
/m/09d11,Intravenous therapy
/m/09d11,Rest
/m/09d11,Increase fluid intake
/m/03xp5n,Warm compress
/m/0ftzc,Immunosuppressive drug
/m/01pf6,Defibrillation
/m/01pf6,Antiarrhythmic agent
/m/01pf6,Cardioversion
/m/01pf6,Vagal maneuver
/m/04htz4,Cryotherapy
/m/04htz4,Biopsy
/m/04htz4,Curettage
/m/04htz4,Cryosurgery
/m/04htz4,Cauterization
/m/025hl8,Chemotherapy
/m/025hl8,Surgery
/m/025hl8,Radiation therapy
/m/025hl8,Liposomal doxorubicin
/m/025v410,Defibrillation
/m/025v410,Antiarrhythmic agent
/m/025v410,Catheter ablation therapy
/m/098lw,Hospitalization
/m/098lw,Family Therapy
/m/098lw,Rehydration
/m/098lw,Psychotherapy
/m/04p3w,Chemotherapy
/m/04p3w,Radiation therapy
/m/04p3w,Surgery
/m/04p3w,Brachytherapy
/m/04p3w,Radiofrequency ablation
/m/04p3w,Photodynamic therapy
/m/04p3w,Adjuvant
/m/03bw_1n,Smoking cessation
/m/03bw_1n,Bronchodilator
/m/03bw_1n,Cough medicine
/m/03bw_1n,Pulmonary rehabilitation
/m/0mzm2,Surgery
/m/0mzm2,Radiation therapy
/m/0mzm2,Adrenalectomy
/m/0337rv,Calamine
/m/0dxdd,Eyepatch
/m/0dxdd,Eye drop
/m/01jyld,Physical exercise
/m/01jyld,Massage
/m/01jyld,Relaxation technique
/m/01jyld,Smoking cessation
/m/01jyld,Cold compression therapy
/m/01jyld,Warm compress
/m/0418dc,Self-limiting
/m/05mdx,Physical exercise
/m/05mdx,Hormone replacement therapy
/m/05mdx,Selective estrogen-receptor modulator
/m/0238df,Surgery
/m/0238df,Marsupialization
/m/0238df,Incision and drainage
/m/0238df,Warm compress
/m/0cycc,Antiviral drug
/m/01t6ky,Cognitive behavioral therapy
/m/01t6ky,Interpersonal psychotherapy
/m/029577,Calamine
/m/029577,Capsaicin
/m/0h1n9,Surgery
/m/0h1n9,Dietary fiber
/m/0h1n9,Diet high in omega-3-fatty acids
/m/0h1n9,Vitamin B Complex
/m/01yjzm,Rest
/m/01yjzm,Increase fluid intake
/m/02zr3h,Cognitive behavioral therapy
/m/025s_q_,Cognitive behavioral therapy
/m/074hph,Breastfeeding
/m/074hph,Light therapy
/m/074hph,Blood transfusion
/m/02_sbz,Cerivastatin Sodium
/m/03545w,Hemodialysis
/m/03545w,Intravenous therapy
/m/03545w,Pulmonary artery catheter
/m/04r3p5,Photodynamic therapy
/m/04r3p5,Cryosurgery
/m/04r3p5,Dermabrasion
/m/04r3p5,Surgery
/m/04r3p5,Curettage
/m/04r3p5,Cauterization
/m/04r3p5,Laser therapy
/m/017f7c,Sclerotherapy
/m/017f7c,Rubber band ligation
/m/017f7c,Proctosedyl
/m/017f7c,Topical steroid
/m/017f7c,Stapled hemorrhoidopexy
/m/0f6gy,Cognitive behavioral therapy
/m/0f6gy,Electroconvulsive therapy
/m/0f6gy,Transcranial magnetic stimulation
/m/0fbhc,Physical therapy
/m/0fbhc,Cognitive behavioral therapy
/m/0fbhc,Speech-language pathology
/m/0fbhc,Anticonvulsant
/m/02psvcf,Liver transplantation
/m/02psvcf,Liver dialysis
/m/02psvcf,Mechanical ventilation
/m/063yv,Cognitive behavioral therapy
/m/063yv,Electroconvulsive therapy
/m/063yv,Animal-assisted therapy
/m/063yv,Family Therapy
/m/02p2f_4,Special education
/m/02p2f_4,Counseling psychology
/m/01g2q,Anticonvulsant
/m/01g2q,Psychotherapy
/m/0chf1d,Contact lens
/m/0chf1d,Glasses
/m/0chf1d,LASIK
/m/0chf1d,Photorefractive keratectomy
/m/0pv62,PUVA therapy
/m/0pv62,Ultraviolet light therapy
/m/0pv62,Excimer laser
/m/0pv62,Trioxsalen
