question,question_text,answer,answer_text,weight
/m/01d0b1,/m/0g9pc,Virus,0.016500115394592285,BRAIN_PRIOR
/m/01d0b1,/m/0g9pc,Virus,0.03125,SONYA_BASIC
/m/01d0b1,/m/0g9pc,Virus,4.800387398292588e-38,SONYA_ACCU
/m/01d0b1,/m/0g9pc,Virus,4.411987720180964e-21,SONYA_POPACCU
/m/01d0b1,/m/0g9pc,Virus,0.3634868860244751,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/01d0b1,/m/0g9pc,Virus,0.0004641585692297667,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/01d0b1,/m/0g9pc,Virus,0.000840008317027241,TRIPLE_CLASSIFIER
/m/01d0b1,/m/0g9pc,Virus,0.000840008317027241,TRIPLE_CLASSIFIER_TWIDDLED
/m/01d0b1,/m/0g9pc,Virus,0.000840008317027241,KNOWLEDGE_VAULT
/m/0bmh4,/m/08g5q7,Cerebral hemorrhage,0.0,KGMATCHER
/m/0bmh4,/m/08g5q7,Cerebral hemorrhage,0.6266577233039975,PRA
/m/0bmh4,/m/08g5q7,Cerebral hemorrhage,0.10000000149011612,BRAIN
/m/0bmh4,/m/08g5q7,Cerebral hemorrhage,0.01766357012093067,BRAIN_CLASSIFIER
/m/0bmh4,/m/08g5q7,Cerebral hemorrhage,0.04664593189954758,BRAIN_PRIOR
/m/0bmh4,/m/08g5q7,Cerebral hemorrhage,0.014814814814814815,SONYA_BASIC
/m/0bmh4,/m/08g5q7,Cerebral hemorrhage,3.166370464300408e-111,SONYA_ACCU
/m/0bmh4,/m/08g5q7,Cerebral hemorrhage,5.444506373814635e-75,SONYA_POPACCU
/m/0bmh4,/m/08g5q7,Cerebral hemorrhage,0.9125729203224182,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/0bmh4,/m/08g5q7,Cerebral hemorrhage,0.09350726753473282,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/0bmh4,/m/08g5q7,Cerebral hemorrhage,0.013173125684261322,TRIPLE_CLASSIFIER
/m/0bmh4,/m/08g5q7,Cerebral hemorrhage,0.013173125684261322,TRIPLE_CLASSIFIER_TWIDDLED
/m/0bmh4,/m/08g5q7,Cerebral hemorrhage,0.013173125684261322,KNOWLEDGE_VAULT
/m/03n6r,/m/02_41,Fire,0.0,KGMATCHER
/m/03n6r,/m/02_41,Fire,0.0,BRAIN
/m/03n6r,/m/02_41,Fire,0.0005613720859400928,BRAIN_CLASSIFIER
/m/03n6r,/m/02_41,Fire,0.012884394265711308,BRAIN_PRIOR
/m/03n6r,/m/02_41,Fire,0.04878048780487805,SONYA_BASIC
/m/03n6r,/m/02_41,Fire,2.1322201047330095e-26,SONYA_ACCU
/m/03n6r,/m/02_41,Fire,4.815802692535946e-19,SONYA_POPACCU
/m/03n6r,/m/02_41,Fire,0.26325470209121704,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/03n6r,/m/02_41,Fire,0.0004641585692297667,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/03n6r,/m/02_41,Fire,0.0008055021753534675,TRIPLE_CLASSIFIER
/m/03n6r,/m/02_41,Fire,0.0008055021753534675,TRIPLE_CLASSIFIER_TWIDDLED
/m/03n6r,/m/02_41,Fire,0.0008055021753534675,KNOWLEDGE_VAULT
/m/06y3r,/m/012mj,Alcoholic beverage,0.0,KGMATCHER
/m/06y3r,/m/012mj,Alcoholic beverage,0.0,BRAIN
/m/06y3r,/m/012mj,Alcoholic beverage,9.999999747378752e-05,BRAIN_CLASSIFIER
/m/06y3r,/m/012mj,Alcoholic beverage,0.039720773696899414,BRAIN_PRIOR
/m/06y3r,/m/012mj,Alcoholic beverage,0.0031847133757961785,SONYA_BASIC
/m/06y3r,/m/012mj,Alcoholic beverage,0.0,SONYA_ACCU
/m/06y3r,/m/012mj,Alcoholic beverage,1.7335092000877897e-229,SONYA_POPACCU
/m/06y3r,/m/012mj,Alcoholic beverage,0.17546850442886353,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/06y3r,/m/012mj,Alcoholic beverage,0.0004641585692297667,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/06y3r,/m/012mj,Alcoholic beverage,0.0005793319432996213,TRIPLE_CLASSIFIER
/m/06y3r,/m/012mj,Alcoholic beverage,0.0005793319432996213,TRIPLE_CLASSIFIER_TWIDDLED
/m/06y3r,/m/012mj,Alcoholic beverage,0.0005793319432996213,KNOWLEDGE_VAULT
/m/0d1b4v,/m/047grmq,Liver disease,0.0,KGMATCHER
/m/0d1b4v,/m/047grmq,Liver disease,0.0,BRAIN
/m/0d1b4v,/m/047grmq,Liver disease,0.06356178969144821,BRAIN_CLASSIFIER
/m/0d1b4v,/m/047grmq,Liver disease,0.04641185700893402,BRAIN_PRIOR
/m/0d1b4v,/m/047grmq,Liver disease,0.5915492957746479,SONYA_BASIC
/m/0d1b4v,/m/047grmq,Liver disease,1.0,SONYA_ACCU
/m/0d1b4v,/m/047grmq,Liver disease,1.0,SONYA_POPACCU
/m/0d1b4v,/m/047grmq,Liver disease,0.8556334972381592,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/0d1b4v,/m/047grmq,Liver disease,0.036324821412563324,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/0d1b4v,/m/047grmq,Liver disease,0.05857963114976883,TRIPLE_CLASSIFIER
/m/0d1b4v,/m/047grmq,Liver disease,0.05857963114976883,TRIPLE_CLASSIFIER_TWIDDLED
/m/0d1b4v,/m/047grmq,Liver disease,0.05857963114976883,KNOWLEDGE_VAULT
/m/0dxvs,/m/0ct4f,Bomb,0.0,KGMATCHER
/m/0dxvs,/m/0ct4f,Bomb,0.0,BRAIN
/m/0dxvs,/m/0ct4f,Bomb,0.017376596108078957,BRAIN_CLASSIFIER
/m/0dxvs,/m/0ct4f,Bomb,0.03124121017754078,BRAIN_PRIOR
/m/0dxvs,/m/0ct4f,Bomb,0.0472972972972973,SONYA_BASIC
/m/0dxvs,/m/0ct4f,Bomb,3.935762589755035e-182,SONYA_ACCU
/m/0dxvs,/m/0ct4f,Bomb,3.0082619418673964e-100,SONYA_POPACCU
/m/0dxvs,/m/0ct4f,Bomb,0.5591315627098083,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/0dxvs,/m/0ct4f,Bomb,0.02961629070341587,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/0dxvs,/m/0ct4f,Bomb,0.002140331082046032,TRIPLE_CLASSIFIER
/m/0dxvs,/m/0ct4f,Bomb,0.002140331082046032,TRIPLE_CLASSIFIER_TWIDDLED
/m/0dxvs,/m/0ct4f,Bomb,0.002140331082046032,KNOWLEDGE_VAULT
/m/01lc5,/m/01g2q,Bipolar disorder,0.0,KGMATCHER
/m/01lc5,/m/01g2q,Bipolar disorder,0.9999881862515706,PRA
/m/01lc5,/m/01g2q,Bipolar disorder,0.0,BRAIN
/m/01lc5,/m/01g2q,Bipolar disorder,0.02644398994743824,BRAIN_CLASSIFIER
/m/01lc5,/m/01g2q,Bipolar disorder,0.10720538347959518,BRAIN_PRIOR
/m/01lc5,/m/01g2q,Bipolar disorder,0.05263157894736842,SONYA_BASIC
/m/01lc5,/m/01g2q,Bipolar disorder,0.0014945427737474298,SONYA_ACCU
/m/01lc5,/m/01g2q,Bipolar disorder,7.473351062343018e-12,SONYA_POPACCU
/m/01lc5,/m/01g2q,Bipolar disorder,0.8434998989105225,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/01lc5,/m/01g2q,Bipolar disorder,0.5946025252342224,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/01lc5,/m/01g2q,Bipolar disorder,0.2748396694660187,TRIPLE_CLASSIFIER
/m/01lc5,/m/01g2q,Bipolar disorder,0.2748396694660187,TRIPLE_CLASSIFIER_TWIDDLED
/m/01lc5,/m/01g2q,Bipolar disorder,0.2748396694660187,KNOWLEDGE_VAULT
/m/020ymk,/m/01tf_6,Drug overdose,1.0,KGMATCHER
/m/020ymk,/m/01tf_6,Drug overdose,0.9838720902825292,PRA
/m/020ymk,/m/01tf_6,Drug overdose,0.05000000074505806,BRAIN
/m/020ymk,/m/01tf_6,Drug overdose,0.8475978374481201,BRAIN_CLASSIFIER
/m/020ymk,/m/01tf_6,Drug overdose,0.6669306755065918,BRAIN_PRIOR
/m/020ymk,/m/01tf_6,Drug overdose,0.5543478260869565,SONYA_BASIC
/m/020ymk,/m/01tf_6,Drug overdose,1.0,SONYA_ACCU
/m/020ymk,/m/01tf_6,Drug overdose,1.0,SONYA_POPACCU
/m/020ymk,/m/01tf_6,Drug overdose,0.7293095588684082,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/020ymk,/m/01tf_6,Drug overdose,0.981079638004303,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/020ymk,/m/01tf_6,Drug overdose,0.9859426617622375,TRIPLE_CLASSIFIER
/m/020ymk,/m/01tf_6,Drug overdose,0.99,TRIPLE_CLASSIFIER_TWIDDLED
/m/020ymk,/m/01tf_6,Drug overdose,0.99,KNOWLEDGE_VAULT
/m/0jcx,/m/02kh4w,Injury,0.0,KGMATCHER
/m/0jcx,/m/02kh4w,Injury,0.0,BRAIN
/m/0jcx,/m/02kh4w,Injury,0.00078910420415923,BRAIN_CLASSIFIER
/m/0jcx,/m/02kh4w,Injury,0.03284912928938866,BRAIN_PRIOR
/m/0jcx,/m/02kh4w,Injury,0.011235955056179775,SONYA_BASIC
/m/0jcx,/m/02kh4w,Injury,1.1369892691290704e-122,SONYA_ACCU
/m/0jcx,/m/02kh4w,Injury,4.406963321994515e-78,SONYA_POPACCU
/m/0jcx,/m/02kh4w,Injury,0.36741605401039124,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/0jcx,/m/02kh4w,Injury,0.009702452458441257,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/0jcx,/m/02kh4w,Injury,0.0009364410070702434,TRIPLE_CLASSIFIER
/m/0jcx,/m/02kh4w,Injury,0.0009364410070702434,TRIPLE_CLASSIFIER_TWIDDLED
/m/0jcx,/m/02kh4w,Injury,0.0009364410070702434,KNOWLEDGE_VAULT
/m/01bm5h,/m/01mtqf,Stomach cancer,1.0,KGMATCHER
/m/01bm5h,/m/01mtqf,Stomach cancer,0.9947799561078035,PRA
/m/01bm5h,/m/01mtqf,Stomach cancer,0.0,BRAIN
/m/01bm5h,/m/01mtqf,Stomach cancer,0.9560408592224121,BRAIN_CLASSIFIER
/m/01bm5h,/m/01mtqf,Stomach cancer,0.11934313923120499,BRAIN_PRIOR
/m/01bm5h,/m/01mtqf,Stomach cancer,0.18181818181818182,SONYA_BASIC
/m/01bm5h,/m/01mtqf,Stomach cancer,1.2583930616510995e-08,SONYA_ACCU
/m/01bm5h,/m/01mtqf,Stomach cancer,0.7445920484377316,SONYA_POPACCU
/m/01bm5h,/m/01mtqf,Stomach cancer,0.7730689644813538,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/01bm5h,/m/01mtqf,Stomach cancer,0.9944190382957458,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/01bm5h,/m/01mtqf,Stomach cancer,0.9825559258460999,TRIPLE_CLASSIFIER
/m/01bm5h,/m/01mtqf,Stomach cancer,0.99,TRIPLE_CLASSIFIER_TWIDDLED
/m/01bm5h,/m/01mtqf,Stomach cancer,0.99,KNOWLEDGE_VAULT
/m/01h5j3,/m/0dq9p,Pneumonia,0.0,KGMATCHER
/m/01h5j3,/m/0dq9p,Pneumonia,0.0,BRAIN
/m/01h5j3,/m/0dq9p,Pneumonia,0.9034413695335388,BRAIN_CLASSIFIER
/m/01h5j3,/m/0dq9p,Pneumonia,0.09985674172639847,BRAIN_PRIOR
/m/01h5j3,/m/0dq9p,Pneumonia,0.0625,SONYA_BASIC
/m/01h5j3,/m/0dq9p,Pneumonia,1.0141280483215097e-71,SONYA_ACCU
/m/01h5j3,/m/0dq9p,Pneumonia,4.4448675475907945e-34,SONYA_POPACCU
/m/01h5j3,/m/0dq9p,Pneumonia,0.8503926396369934,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/01h5j3,/m/0dq9p,Pneumonia,0.6356481313705444,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/01h5j3,/m/0dq9p,Pneumonia,0.07594873756170273,TRIPLE_CLASSIFIER
/m/01h5j3,/m/0dq9p,Pneumonia,0.07594873756170273,TRIPLE_CLASSIFIER_TWIDDLED
/m/01h5j3,/m/0dq9p,Pneumonia,0.07594873756170273,KNOWLEDGE_VAULT
/m/0dxvs,/m/08q1tg,Traffic collision,0.0,KGMATCHER
/m/0dxvs,/m/08q1tg,Traffic collision,0.0,BRAIN
/m/0dxvs,/m/08q1tg,Traffic collision,0.06742443889379501,BRAIN_CLASSIFIER
/m/0dxvs,/m/08q1tg,Traffic collision,0.040882159024477005,BRAIN_PRIOR
/m/0dxvs,/m/08q1tg,Traffic collision,0.006756756756756757,SONYA_BASIC
/m/0dxvs,/m/08q1tg,Traffic collision,3.935762589755035e-182,SONYA_ACCU
/m/0dxvs,/m/08q1tg,Traffic collision,6.890466187546291e-110,SONYA_POPACCU
/m/0dxvs,/m/08q1tg,Traffic collision,0.3634868860244751,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/0dxvs,/m/08q1tg,Traffic collision,0.021545466035604477,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/0dxvs,/m/08q1tg,Traffic collision,0.007986370474100113,TRIPLE_CLASSIFIER
/m/0dxvs,/m/08q1tg,Traffic collision,0.007986370474100113,TRIPLE_CLASSIFIER_TWIDDLED
/m/0dxvs,/m/08q1tg,Traffic collision,0.007986370474100113,KNOWLEDGE_VAULT
/m/0812r,/m/07jwr,Tuberculosis,1.0,KGMATCHER
/m/0812r,/m/07jwr,Tuberculosis,0.9976165983398052,PRA
/m/0812r,/m/07jwr,Tuberculosis,0.0,BRAIN
/m/0812r,/m/07jwr,Tuberculosis,0.996457040309906,BRAIN_CLASSIFIER
/m/0812r,/m/07jwr,Tuberculosis,0.05236293748021126,BRAIN_PRIOR
/m/0812r,/m/07jwr,Tuberculosis,0.8947368421052632,SONYA_BASIC
/m/0812r,/m/07jwr,Tuberculosis,1.0,SONYA_ACCU
/m/0812r,/m/07jwr,Tuberculosis,1.0,SONYA_POPACCU
/m/0812r,/m/07jwr,Tuberculosis,0.9719659686088562,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/0812r,/m/07jwr,Tuberculosis,0.9986301064491272,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/0812r,/m/07jwr,Tuberculosis,0.9969774484634399,TRIPLE_CLASSIFIER
/m/0812r,/m/07jwr,Tuberculosis,0.99,TRIPLE_CLASSIFIER_TWIDDLED
/m/0812r,/m/07jwr,Tuberculosis,0.99,KNOWLEDGE_VAULT
/m/052b0f,/m/0428cn,Traumatic brain injury,0.0,KGMATCHER
/m/052b0f,/m/0428cn,Traumatic brain injury,0.0,BRAIN
/m/052b0f,/m/0428cn,Traumatic brain injury,0.00469390070065856,BRAIN_CLASSIFIER
/m/052b0f,/m/0428cn,Traumatic brain injury,0.09087520092725754,BRAIN_PRIOR
/m/052b0f,/m/0428cn,Traumatic brain injury,0.014285714285714285,SONYA_BASIC
/m/052b0f,/m/0428cn,Traumatic brain injury,1.4638213775880874e-199,SONYA_ACCU
/m/052b0f,/m/0428cn,Traumatic brain injury,1.5043097839564108e-101,SONYA_POPACCU
/m/052b0f,/m/0428cn,Traumatic brain injury,0.3634868860244751,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/052b0f,/m/0428cn,Traumatic brain injury,0.007890407927334309,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/052b0f,/m/0428cn,Traumatic brain injury,0.0019812872633337975,TRIPLE_CLASSIFIER
/m/052b0f,/m/0428cn,Traumatic brain injury,0.0019812872633337975,TRIPLE_CLASSIFIER_TWIDDLED
/m/052b0f,/m/0428cn,Traumatic brain injury,0.0019812872633337975,KNOWLEDGE_VAULT
/m/0364m5,/m/01tf_6,Drug overdose,1.0,KGMATCHER
/m/0364m5,/m/01tf_6,Drug overdose,0.9635990922284667,PRA
/m/0364m5,/m/01tf_6,Drug overdose,0.25,BRAIN
/m/0364m5,/m/01tf_6,Drug overdose,0.9660077095031738,BRAIN_CLASSIFIER
/m/0364m5,/m/01tf_6,Drug overdose,0.6664275527000427,BRAIN_PRIOR
/m/0364m5,/m/01tf_6,Drug overdose,0.8709677419354839,SONYA_BASIC
/m/0364m5,/m/01tf_6,Drug overdose,1.0,SONYA_ACCU
/m/0364m5,/m/01tf_6,Drug overdose,1.0,SONYA_POPACCU
/m/0364m5,/m/01tf_6,Drug overdose,0.9506797194480896,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/0364m5,/m/01tf_6,Drug overdose,0.9945715069770813,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/0364m5,/m/01tf_6,Drug overdose,0.9922239780426025,TRIPLE_CLASSIFIER
/m/0364m5,/m/01tf_6,Drug overdose,0.99,TRIPLE_CLASSIFIER_TWIDDLED
/m/0364m5,/m/01tf_6,Drug overdose,0.99,KNOWLEDGE_VAULT
/m/01lwx,/m/0g02vk,Parkinson's disease,0.0,KGMATCHER
/m/01lwx,/m/0g02vk,Parkinson's disease,0.0,BRAIN
/m/01lwx,/m/0g02vk,Parkinson's disease,0.15821237862110138,BRAIN_CLASSIFIER
/m/01lwx,/m/0g02vk,Parkinson's disease,0.04897356405854225,BRAIN_PRIOR
/m/01lwx,/m/0g02vk,Parkinson's disease,0.045454545454545456,SONYA_BASIC
/m/01lwx,/m/0g02vk,Parkinson's disease,1.5416976447404505e-10,SONYA_ACCU
/m/01lwx,/m/0g02vk,Parkinson's disease,2.2264994671284026e-15,SONYA_POPACCU
/m/01lwx,/m/0g02vk,Parkinson's disease,0.3634868860244751,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/01lwx,/m/0g02vk,Parkinson's disease,0.09633222967386246,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/01lwx,/m/0g02vk,Parkinson's disease,0.015301257371902466,TRIPLE_CLASSIFIER
/m/01lwx,/m/0g02vk,Parkinson's disease,0.015301257371902466,TRIPLE_CLASSIFIER_TWIDDLED
/m/01lwx,/m/0g02vk,Parkinson's disease,0.015301257371902466,KNOWLEDGE_VAULT
/m/04bgy,/m/08q1tg,Traffic collision,0.0,KGMATCHER
/m/04bgy,/m/08q1tg,Traffic collision,0.8557941492385175,PRA
/m/04bgy,/m/08q1tg,Traffic collision,0.15000000596046448,BRAIN
/m/04bgy,/m/08q1tg,Traffic collision,0.020795322954654694,BRAIN_CLASSIFIER
/m/04bgy,/m/08q1tg,Traffic collision,0.6235100626945496,BRAIN_PRIOR
/m/04bgy,/m/08q1tg,Traffic collision,0.02127659574468085,SONYA_BASIC
/m/04bgy,/m/08q1tg,Traffic collision,1.6734813855769025e-290,SONYA_ACCU
/m/04bgy,/m/08q1tg,Traffic collision,1.0613858703883412e-126,SONYA_POPACCU
/m/04bgy,/m/08q1tg,Traffic collision,0.23475190997123718,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/04bgy,/m/08q1tg,Traffic collision,0.20376572012901306,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/04bgy,/m/08q1tg,Traffic collision,0.06352467834949493,TRIPLE_CLASSIFIER
/m/04bgy,/m/08q1tg,Traffic collision,0.06352467834949493,TRIPLE_CLASSIFIER_TWIDDLED
/m/04bgy,/m/08q1tg,Traffic collision,0.06352467834949493,KNOWLEDGE_VAULT
/m/07wwc0,/m/01tf_6,Drug overdose,1.0,KGMATCHER
/m/07wwc0,/m/01tf_6,Drug overdose,0.4759591877810242,PRA
/m/07wwc0,/m/01tf_6,Drug overdose,0.0,BRAIN
/m/07wwc0,/m/01tf_6,Drug overdose,0.8729446530342102,BRAIN_CLASSIFIER
/m/07wwc0,/m/01tf_6,Drug overdose,0.20161782205104828,BRAIN_PRIOR
/m/07wwc0,/m/01tf_6,Drug overdose,0.8421052631578947,SONYA_BASIC
/m/07wwc0,/m/01tf_6,Drug overdose,1.0,SONYA_ACCU
/m/07wwc0,/m/01tf_6,Drug overdose,1.0,SONYA_POPACCU
/m/07wwc0,/m/01tf_6,Drug overdose,0.7750243544578552,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/07wwc0,/m/01tf_6,Drug overdose,0.6161747574806213,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/07wwc0,/m/01tf_6,Drug overdose,0.5849916338920593,TRIPLE_CLASSIFIER
/m/07wwc0,/m/01tf_6,Drug overdose,0.99,TRIPLE_CLASSIFIER_TWIDDLED
/m/07wwc0,/m/01tf_6,Drug overdose,0.99,KNOWLEDGE_VAULT
/m/01lp1z,/m/0jdk0,Lymphoma,0.0,KGMATCHER
/m/01lp1z,/m/0jdk0,Lymphoma,0.0,BRAIN
/m/01lp1z,/m/0jdk0,Lymphoma,0.30637258291244507,BRAIN_CLASSIFIER
/m/01lp1z,/m/0jdk0,Lymphoma,0.17206424474716187,BRAIN_PRIOR
/m/01lp1z,/m/0jdk0,Lymphoma,0.16666666666666666,SONYA_BASIC
/m/01lp1z,/m/0jdk0,Lymphoma,4.9769635713868215e-05,SONYA_ACCU
/m/01lp1z,/m/0jdk0,Lymphoma,0.001404038613272938,SONYA_POPACCU
/m/01lp1z,/m/0jdk0,Lymphoma,0.8737325668334961,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/01lp1z,/m/0jdk0,Lymphoma,0.17861443758010864,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/01lp1z,/m/0jdk0,Lymphoma,0.02127567119896412,TRIPLE_CLASSIFIER
/m/01lp1z,/m/0jdk0,Lymphoma,0.02127567119896412,TRIPLE_CLASSIFIER_TWIDDLED
/m/01lp1z,/m/0jdk0,Lymphoma,0.02127567119896412,KNOWLEDGE_VAULT
/m/01j0cjd,/m/016ly9,Embolism,0.0,KGMATCHER
/m/01j0cjd,/m/016ly9,Embolism,0.0,BRAIN
/m/01j0cjd,/m/016ly9,Embolism,0.5084484815597534,BRAIN_CLASSIFIER
/m/01j0cjd,/m/016ly9,Embolism,0.08344684541225433,BRAIN_PRIOR
/m/01j0cjd,/m/016ly9,Embolism,0.014778325123152709,SONYA_BASIC
/m/01j0cjd,/m/016ly9,Embolism,0.0,SONYA_ACCU
/m/01j0cjd,/m/016ly9,Embolism,1.7752925185389702e-202,SONYA_POPACCU
/m/01j0cjd,/m/016ly9,Embolism,0.3964787721633911,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/01j0cjd,/m/016ly9,Embolism,0.2642090618610382,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/01j0cjd,/m/016ly9,Embolism,0.02043677121400833,TRIPLE_CLASSIFIER
/m/01j0cjd,/m/016ly9,Embolism,0.02043677121400833,TRIPLE_CLASSIFIER_TWIDDLED
/m/01j0cjd,/m/016ly9,Embolism,0.02043677121400833,KNOWLEDGE_VAULT
/m/01z7_f,/m/012mj,Alcoholic beverage,0.0,KGMATCHER
/m/01z7_f,/m/012mj,Alcoholic beverage,0.0,BRAIN
/m/01z7_f,/m/012mj,Alcoholic beverage,9.999999747378752e-05,BRAIN_CLASSIFIER
/m/01z7_f,/m/012mj,Alcoholic beverage,0.02079147845506668,BRAIN_PRIOR
/m/01z7_f,/m/012mj,Alcoholic beverage,0.0008244023083264633,SONYA_BASIC
/m/01z7_f,/m/012mj,Alcoholic beverage,0.0,SONYA_ACCU
/m/01z7_f,/m/012mj,Alcoholic beverage,0.0,SONYA_POPACCU
/m/01z7_f,/m/012mj,Alcoholic beverage,0.33151477575302124,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/01z7_f,/m/012mj,Alcoholic beverage,0.0004641585692297667,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/01z7_f,/m/012mj,Alcoholic beverage,0.0007066185935400426,TRIPLE_CLASSIFIER
/m/01z7_f,/m/012mj,Alcoholic beverage,0.0007066185935400426,TRIPLE_CLASSIFIER_TWIDDLED
/m/01z7_f,/m/012mj,Alcoholic beverage,0.0007066185935400426,KNOWLEDGE_VAULT
/m/099d4,/m/0219bz,Cerebral edema,1.0,KGMATCHER
/m/099d4,/m/0219bz,Cerebral edema,0.9999953940288335,PRA
/m/099d4,/m/0219bz,Cerebral edema,0.0,BRAIN
/m/099d4,/m/0219bz,Cerebral edema,0.9487636685371399,BRAIN_CLASSIFIER
/m/099d4,/m/0219bz,Cerebral edema,0.017021141946315765,BRAIN_PRIOR
/m/099d4,/m/0219bz,Cerebral edema,0.5681818181818182,SONYA_BASIC
/m/099d4,/m/0219bz,Cerebral edema,1.0,SONYA_ACCU
/m/099d4,/m/0219bz,Cerebral edema,1.0,SONYA_POPACCU
/m/099d4,/m/0219bz,Cerebral edema,0.873146653175354,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/099d4,/m/0219bz,Cerebral edema,0.9966563582420349,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/099d4,/m/0219bz,Cerebral edema,0.9960315227508545,TRIPLE_CLASSIFIER
/m/099d4,/m/0219bz,Cerebral edema,0.99,TRIPLE_CLASSIFIER_TWIDDLED
/m/099d4,/m/0219bz,Cerebral edema,0.99,KNOWLEDGE_VAULT
/m/05b6w,/m/03db4m,Cardiac surgery,0.0,KGMATCHER
/m/05b6w,/m/03db4m,Cardiac surgery,0.0,BRAIN
/m/05b6w,/m/03db4m,Cardiac surgery,0.03316056355834007,BRAIN_CLASSIFIER
/m/05b6w,/m/03db4m,Cardiac surgery,0.0190354585647583,BRAIN_PRIOR
/m/05b6w,/m/03db4m,Cardiac surgery,0.0375,SONYA_BASIC
/m/05b6w,/m/03db4m,Cardiac surgery,6.590207012125619e-27,SONYA_ACCU
/m/05b6w,/m/03db4m,Cardiac surgery,3.1742823605756943e-90,SONYA_POPACCU
/m/05b6w,/m/03db4m,Cardiac surgery,0.2517767548561096,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/05b6w,/m/03db4m,Cardiac surgery,0.03823775053024292,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/05b6w,/m/03db4m,Cardiac surgery,0.002408006228506565,TRIPLE_CLASSIFIER
/m/05b6w,/m/03db4m,Cardiac surgery,0.002408006228506565,TRIPLE_CLASSIFIER_TWIDDLED
/m/05b6w,/m/03db4m,Cardiac surgery,0.002408006228506565,KNOWLEDGE_VAULT
/m/0c624p,/m/0h1wz,Pancreatitis,1.0,KGMATCHER
/m/0c624p,/m/0h1wz,Pancreatitis,0.9993098177692717,PRA
/m/0c624p,/m/0h1wz,Pancreatitis,0.0,BRAIN
/m/0c624p,/m/0h1wz,Pancreatitis,0.9332650303840637,BRAIN_CLASSIFIER
/m/0c624p,/m/0h1wz,Pancreatitis,0.09618431329727173,BRAIN_PRIOR
/m/0c624p,/m/0h1wz,Pancreatitis,0.25,SONYA_BASIC
/m/0c624p,/m/0h1wz,Pancreatitis,1.7341477639389519e-06,SONYA_ACCU
/m/0c624p,/m/0h1wz,Pancreatitis,0.0003441905272679878,SONYA_POPACCU
/m/0c624p,/m/0h1wz,Pancreatitis,0.7215856313705444,TRIPLE_CLASSIFIER_EXTRACTION_ONLY
/m/0c624p,/m/0h1wz,Pancreatitis,0.99652498960495,TRIPLE_CLASSIFIER_PRIOR_ONLY
/m/0c624p,/m/0h1wz,Pancreatitis,0.9678376913070679,TRIPLE_CLASSIFIER
/m/0c624p,/m/0h1wz,Pancreatitis,0.99,TRIPLE_CLASSIFIER_TWIDDLED
/m/0c624p,/m/0h1wz,Pancreatitis,0.99,KNOWLEDGE_VAULT
